"biotypes"	"length"	"gc"
"ENSMUSG00000021427"	"protein_coding"	9306	44.44
"ENSMUSG00000024410"	"protein_coding"	1415	49.67
"ENSMUSG00000086659"	"antisense"	508	47.24
"ENSMUSG00000086658"	"lincRNA"	260	51.92
"ENSMUSG00000090624"	"pseudogene"	824	41.02
"ENSMUSG00000049148"	"protein_coding"	3031	43.35
"ENSMUSG00000090623"	"protein_coding"	408	39.95
"ENSMUSG00000086653"	"lincRNA"	606	42.41
"ENSMUSG00000086652"	"antisense"	1348	51.63
"ENSMUSG00000086655"	"lincRNA"	1599	46.22
"ENSMUSG00000086654"	"antisense"	317	41.31
"ENSMUSG00000086657"	"antisense"	801	48.19
"ENSMUSG00000086656"	"antisense"	573	56.54
"ENSMUSG00000048895"	"protein_coding"	2396	60.50
"ENSMUSG00000048897"	"protein_coding"	4509	58.09
"ENSMUSG00000053754"	"protein_coding"	2593	46.50
"ENSMUSG00000048899"	"protein_coding"	2329	56.52
"ENSMUSG00000076994"	"miRNA"	81	32.10
"ENSMUSG00000076999"	"miRNA"	96	59.38
"ENSMUSG00000032948"	"protein_coding"	2077	37.36
"ENSMUSG00000032946"	"protein_coding"	1263	57.17
"ENSMUSG00000032942"	"protein_coding"	1863	54.69
"ENSMUSG00000032940"	"protein_coding"	2063	44.64
"ENSMUSG00000086382"	"antisense"	586	45.85
"ENSMUSG00000086381"	"antisense"	522	45.79
"ENSMUSG00000086380"	"lincRNA"	441	46.03
"ENSMUSG00000086387"	"antisense"	410	41.46
"ENSMUSG00000086386"	"lincRNA"	2589	45.62
"ENSMUSG00000086385"	"sense_intronic"	659	40.82
"ENSMUSG00000086384"	"antisense"	578	50.87
"ENSMUSG00000086389"	"lincRNA"	1844	55.80
"ENSMUSG00000046518"	"protein_coding"	886	56.21
"ENSMUSG00000046519"	"protein_coding"	2013	44.75
"ENSMUSG00000033096"	"protein_coding"	1046	50.67
"ENSMUSG00000043740"	"protein_coding"	2630	50.87
"ENSMUSG00000033099"	"protein_coding"	1293	54.81
"ENSMUSG00000033983"	"protein_coding"	2000	50.27
"ENSMUSG00000077110"	"miRNA"	110	57.27
"ENSMUSG00000077111"	"miRNA"	83	46.99
"ENSMUSG00000077119"	"miRNA"	71	33.80
"ENSMUSG00000060560"	"protein_coding"	2433	52.16
"ENSMUSG00000036172"	"protein_coding"	1417	43.76
"ENSMUSG00000048231"	"protein_coding"	1203	49.00
"ENSMUSG00000048230"	"protein_coding"	4035	42.63
"ENSMUSG00000004071"	"protein_coding"	2299	52.31
"ENSMUSG00000004070"	"protein_coding"	1033	54.39
"ENSMUSG00000048234"	"protein_coding"	1500	44.46
"ENSMUSG00000048236"	"protein_coding"	1953	47.21
"ENSMUSG00000002228"	"protein_coding"	1721	58.74
"ENSMUSG00000086089"	"antisense"	272	43.38
"ENSMUSG00000072692"	"pseudogene"	436	51.98
"ENSMUSG00000072693"	"protein_coding"	607	41.68
"ENSMUSG00000072694"	"protein_coding"	1333	53.19
"ENSMUSG00000030541"	"protein_coding"	1123	55.78
"ENSMUSG00000030543"	"protein_coding"	1936	58.37
"ENSMUSG00000030544"	"protein_coding"	1275	63.14
"ENSMUSG00000030545"	"protein_coding"	1205	50.04
"ENSMUSG00000030546"	"protein_coding"	1888	61.34
"ENSMUSG00000030549"	"protein_coding"	999	54.84
"ENSMUSG00000089179"	"snoRNA"	132	52.27
"ENSMUSG00000089178"	"snoRNA"	130	44.62
"ENSMUSG00000031633"	"protein_coding"	1600	51.92
"ENSMUSG00000031635"	"protein_coding"	1492	42.58
"ENSMUSG00000031634"	"protein_coding"	923	43.69
"ENSMUSG00000031637"	"protein_coding"	1949	43.64
"ENSMUSG00000031636"	"protein_coding"	1578	52.28
"ENSMUSG00000089171"	"snoRNA"	107	48.60
"ENSMUSG00000089170"	"misc_RNA"	107	43.93
"ENSMUSG00000089172"	"snoRNA"	105	46.67
"ENSMUSG00000089175"	"snoRNA"	142	32.39
"ENSMUSG00000089174"	"snoRNA"	122	34.43
"ENSMUSG00000089177"	"snoRNA"	128	37.50
"ENSMUSG00000089176"	"snoRNA"	102	45.10
"ENSMUSG00000023132"	"protein_coding"	878	44.87
"ENSMUSG00000071415"	"protein_coding"	651	52.16
"ENSMUSG00000071414"	"retrotransposed"	951	53.73
"ENSMUSG00000071419"	"pseudogene"	430	58.30
"ENSMUSG00000034041"	"protein_coding"	1800	62.61
"ENSMUSG00000034040"	"protein_coding"	2978	57.44
"ENSMUSG00000034042"	"protein_coding"	1848	43.91
"ENSMUSG00000073129"	"protein_coding"	534	58.80
"ENSMUSG00000073125"	"protein_coding"	2576	43.11
"ENSMUSG00000029275"	"protein_coding"	2063	59.13
"ENSMUSG00000029276"	"protein_coding"	1282	40.48
"ENSMUSG00000029270"	"protein_coding"	1322	44.29
"ENSMUSG00000029272"	"protein_coding"	1260	37.78
"ENSMUSG00000029273"	"protein_coding"	1486	34.65
"ENSMUSG00000029279"	"protein_coding"	2072	44.37
"ENSMUSG00000044098"	"protein_coding"	5356	42.65
"ENSMUSG00000043760"	"protein_coding"	4026	47.12
"ENSMUSG00000035399"	"protein_coding"	925	49.31
"ENSMUSG00000035397"	"protein_coding"	2674	60.43
"ENSMUSG00000035394"	"protein_coding"	1193	47.49
"ENSMUSG00000035395"	"protein_coding"	4182	42.19
"ENSMUSG00000035392"	"protein_coding"	1139	51.84
"ENSMUSG00000035390"	"protein_coding"	2157	57.20
"ENSMUSG00000069299"	"protein_coding"	927	42.18
"ENSMUSG00000069292"	"protein_coding"	1104	41.85
"ENSMUSG00000069291"	"protein_coding"	1063	42.14
"ENSMUSG00000069296"	"protein_coding"	1088	40.90
"ENSMUSG00000069297"	"protein_coding"	891	41.75
"ENSMUSG00000069294"	"protein_coding"	897	42.81
"ENSMUSG00000069295"	"protein_coding"	906	41.39
"ENSMUSG00000083147"	"pseudogene"	938	39.45
"ENSMUSG00000083144"	"pseudogene"	693	46.18
"ENSMUSG00000083145"	"pseudogene"	783	53.90
"ENSMUSG00000083142"	"pseudogene"	1282	43.29
"ENSMUSG00000083143"	"pseudogene"	407	45.45
"ENSMUSG00000083140"	"pseudogene"	820	45.49
"ENSMUSG00000083141"	"pseudogene"	394	48.22
"ENSMUSG00000046683"	"antisense"	690	53.27
"ENSMUSG00000046687"	"protein_coding"	1595	53.92
"ENSMUSG00000083149"	"pseudogene"	1000	47.50
"ENSMUSG00000083168"	"pseudogene"	289	45.67
"ENSMUSG00000093197"	"misc_RNA"	229	51.09
"ENSMUSG00000034930"	"protein_coding"	1509	59.27
"ENSMUSG00000035020"	"protein_coding"	1760	40.80
"ENSMUSG00000035021"	"protein_coding"	1883	47.29
"ENSMUSG00000035024"	"protein_coding"	5087	46.63
"ENSMUSG00000075408"	"protein_coding"	1155	55.93
"ENSMUSG00000035027"	"protein_coding"	1195	57.86
"ENSMUSG00000075405"	"protein_coding"	1501	51.90
"ENSMUSG00000075402"	"protein_coding"	2312	54.15
"ENSMUSG00000077237"	"snoRNA"	132	46.21
"ENSMUSG00000045083"	"protein_coding"	2088	48.96
"ENSMUSG00000045087"	"protein_coding"	2500	57.12
"ENSMUSG00000077236"	"snoRNA"	132	47.73
"ENSMUSG00000044938"	"protein_coding"	6253	44.78
"ENSMUSG00000081069"	"pseudogene"	1732	41.40
"ENSMUSG00000044933"	"protein_coding"	3928	57.05
"ENSMUSG00000081068"	"pseudogene"	999	46.85
"ENSMUSG00000044937"	"protein_coding"	3115	46.87
"ENSMUSG00000044934"	"protein_coding"	1857	48.54
"ENSMUSG00000077927"	"miRNA"	71	47.89
"ENSMUSG00000078754"	"protein_coding"	339	41.00
"ENSMUSG00000078757"	"protein_coding"	418	44.26
"ENSMUSG00000077923"	"miRNA"	93	44.09
"ENSMUSG00000078753"	"protein_coding"	407	41.52
"ENSMUSG00000078752"	"protein_coding"	629	48.04
"ENSMUSG00000004815"	"protein_coding"	3449	54.20
"ENSMUSG00000004814"	"protein_coding"	1289	51.05
"ENSMUSG00000078759"	"protein_coding"	419	44.63
"ENSMUSG00000077928"	"miRNA"	77	45.45
"ENSMUSG00000087241"	"antisense"	459	45.53
"ENSMUSG00000087240"	"antisense"	429	49.65
"ENSMUSG00000045339"	"lincRNA"	669	47.92
"ENSMUSG00000087242"	"antisense"	3417	49.75
"ENSMUSG00000087245"	"antisense"	619	51.21
"ENSMUSG00000087244"	"pseudogene"	944	54.66
"ENSMUSG00000087247"	"protein_coding"	858	38.81
"ENSMUSG00000087246"	"lincRNA"	3634	47.22
"ENSMUSG00000045333"	"protein_coding"	2278	57.65
"ENSMUSG00000087248"	"antisense"	630	48.39
"ENSMUSG00000045331"	"protein_coding"	879	48.92
"ENSMUSG00000045330"	"protein_coding"	1950	42.22
"ENSMUSG00000045337"	"protein_coding"	317	43.53
"ENSMUSG00000045336"	"protein_coding"	1399	42.24
"ENSMUSG00000058258"	"protein_coding"	1171	40.60
"ENSMUSG00000077239"	"snoRNA"	75	54.67
"ENSMUSG00000058252"	"protein_coding"	1776	41.10
"ENSMUSG00000058253"	"protein_coding"	2146	56.95
"ENSMUSG00000058250"	"protein_coding"	996	48.80
"ENSMUSG00000058251"	"protein_coding"	942	40.55
"ENSMUSG00000058254"	"protein_coding"	5197	44.77
"ENSMUSG00000032551"	"protein_coding"	2042	40.27
"ENSMUSG00000032553"	"protein_coding"	3114	50.91
"ENSMUSG00000032555"	"protein_coding"	5228	46.42
"ENSMUSG00000044689"	"lincRNA"	1432	45.88
"ENSMUSG00000032557"	"protein_coding"	1176	48.75
"ENSMUSG00000032556"	"protein_coding"	1173	55.86
"ENSMUSG00000032558"	"protein_coding"	4022	50.80
"ENSMUSG00000044681"	"protein_coding"	2034	49.15
"ENSMUSG00000001366"	"protein_coding"	1029	52.09
"ENSMUSG00000040302"	"protein_coding"	973	44.99
"ENSMUSG00000024354"	"protein_coding"	1494	51.67
"ENSMUSG00000050085"	"protein_coding"	1105	42.53
"ENSMUSG00000024357"	"protein_coding"	1695	55.46
"ENSMUSG00000024350"	"protein_coding"	5169	47.46
"ENSMUSG00000024352"	"protein_coding"	705	52.12
"ENSMUSG00000024353"	"protein_coding"	905	54.03
"ENSMUSG00000079402"	"protein_coding"	1191	42.08
"ENSMUSG00000079407"	"protein_coding"	1117	46.81
"ENSMUSG00000050089"	"protein_coding"	2903	45.82
"ENSMUSG00000050088"	"protein_coding"	1816	45.08
"ENSMUSG00000001946"	"protein_coding"	862	55.69
"ENSMUSG00000001942"	"protein_coding"	3433	46.49
"ENSMUSG00000001943"	"protein_coding"	1170	56.15
"ENSMUSG00000001948"	"protein_coding"	689	47.02
"ENSMUSG00000061877"	"protein_coding"	581	53.66
"ENSMUSG00000061875"	"protein_coding"	945	41.69
"ENSMUSG00000061878"	"protein_coding"	1524	60.02
"ENSMUSG00000005069"	"protein_coding"	2229	54.65
"ENSMUSG00000051424"	"protein_coding"	936	41.56
"ENSMUSG00000055567"	"protein_coding"	4632	48.22
"ENSMUSG00000055561"	"protein_coding"	4785	41.02
"ENSMUSG00000055560"	"protein_coding"	3331	40.80
"ENSMUSG00000087881"	"snoRNA"	144	60.42
"ENSMUSG00000086432"	"antisense"	1994	48.95
"ENSMUSG00000064824"	"snRNA"	107	40.19
"ENSMUSG00000078162"	"retrotransposed"	1002	55.09
"ENSMUSG00000037278"	"protein_coding"	1375	52.44
"ENSMUSG00000067338"	"protein_coding"	1775	55.83
"ENSMUSG00000067336"	"protein_coding"	3555	46.95
"ENSMUSG00000015013"	"protein_coding"	607	53.21
"ENSMUSG00000059610"	"protein_coding"	1115	56.23
"ENSMUSG00000067331"	"pseudogene"	234	54.27
"ENSMUSG00000051029"	"protein_coding"	1696	42.45
"ENSMUSG00000056035"	"protein_coding"	2344	41.00
"ENSMUSG00000051022"	"protein_coding"	1211	54.20
"ENSMUSG00000056031"	"protein_coding"	1486	47.64
"ENSMUSG00000056032"	"antisense"	2157	46.60
"ENSMUSG00000050550"	"pseudogene"	1477	42.48
"ENSMUSG00000047658"	"protein_coding"	2421	58.82
"ENSMUSG00000047652"	"retrotransposed"	384	53.65
"ENSMUSG00000078160"	"protein_coding"	3283	37.89
"ENSMUSG00000047656"	"protein_coding"	1142	55.87
"ENSMUSG00000047657"	"retrotransposed"	483	45.13
"ENSMUSG00000047654"	"protein_coding"	1333	64.89
"ENSMUSG00000047655"	"protein_coding"	915	38.58
"ENSMUSG00000001751"	"protein_coding"	1432	59.32
"ENSMUSG00000070203"	"snRNA"	108	44.44
"ENSMUSG00000083977"	"pseudogene"	1001	44.60
"ENSMUSG00000083976"	"pseudogene"	345	46.38
"ENSMUSG00000083975"	"pseudogene"	221	55.66
"ENSMUSG00000083974"	"pseudogene"	188	36.70
"ENSMUSG00000083973"	"pseudogene"	646	46.44
"ENSMUSG00000083972"	"pseudogene"	1885	41.17
"ENSMUSG00000083971"	"pseudogene"	459	44.44
"ENSMUSG00000083970"	"pseudogene"	844	44.67
"ENSMUSG00000083979"	"pseudogene"	564	51.06
"ENSMUSG00000083978"	"pseudogene"	599	42.07
"ENSMUSG00000085489"	"lincRNA"	960	45.59
"ENSMUSG00000085488"	"lincRNA"	630	50.79
"ENSMUSG00000092780"	"miRNA"	71	59.15
"ENSMUSG00000085481"	"pseudogene"	775	51.48
"ENSMUSG00000085483"	"antisense"	948	54.75
"ENSMUSG00000085482"	"antisense"	572	36.54
"ENSMUSG00000085485"	"antisense"	560	50.54
"ENSMUSG00000085484"	"antisense"	596	51.34
"ENSMUSG00000085487"	"pseudogene"	300	46.67
"ENSMUSG00000085486"	"antisense"	755	49.01
"ENSMUSG00000082592"	"pseudogene"	417	48.92
"ENSMUSG00000082593"	"pseudogene"	288	46.88
"ENSMUSG00000082590"	"pseudogene"	546	34.43
"ENSMUSG00000082591"	"pseudogene"	459	42.48
"ENSMUSG00000082596"	"pseudogene"	629	52.62
"ENSMUSG00000082597"	"pseudogene"	275	48.73
"ENSMUSG00000082594"	"pseudogene"	936	42.41
"ENSMUSG00000082595"	"pseudogene"	311	34.08
"ENSMUSG00000082598"	"pseudogene"	466	51.72
"ENSMUSG00000082599"	"pseudogene"	456	53.95
"ENSMUSG00000087430"	"antisense"	708	49.58
"ENSMUSG00000051726"	"protein_coding"	4787	54.19
"ENSMUSG00000066068"	"pseudogene"	318	61.01
"ENSMUSG00000051721"	"protein_coding"	2464	49.64
"ENSMUSG00000066060"	"lincRNA"	1671	50.93
"ENSMUSG00000066061"	"protein_coding"	1054	47.82
"ENSMUSG00000084284"	"pseudogene"	523	46.27
"ENSMUSG00000084285"	"pseudogene"	592	47.30
"ENSMUSG00000084286"	"pseudogene"	686	40.96
"ENSMUSG00000084287"	"pseudogene"	1111	42.84
"ENSMUSG00000084280"	"pseudogene"	389	47.30
"ENSMUSG00000084281"	"pseudogene"	312	42.31
"ENSMUSG00000084282"	"pseudogene"	281	56.23
"ENSMUSG00000084283"	"pseudogene"	2031	36.73
"ENSMUSG00000095505"	"protein_coding"	837	46.59
"ENSMUSG00000095504"	"snRNA"	104	48.08
"ENSMUSG00000095507"	"snoRNA"	92	38.04
"ENSMUSG00000095506"	"snRNA"	107	40.19
"ENSMUSG00000095501"	"snoRNA"	79	43.04
"ENSMUSG00000084289"	"pseudogene"	512	45.31
"ENSMUSG00000095503"	"protein_coding"	1221	48.16
"ENSMUSG00000095502"	"snRNA"	107	42.99
"ENSMUSG00000057074"	"protein_coding"	2388	47.32
"ENSMUSG00000057072"	"protein_coding"	428	47.66
"ENSMUSG00000082624"	"pseudogene"	484	52.07
"ENSMUSG00000082625"	"pseudogene"	2281	49.67
"ENSMUSG00000082626"	"pseudogene"	456	50.66
"ENSMUSG00000020883"	"protein_coding"	2197	45.81
"ENSMUSG00000082620"	"pseudogene"	264	44.32
"ENSMUSG00000082621"	"pseudogene"	563	51.33
"ENSMUSG00000082622"	"pseudogene"	495	48.48
"ENSMUSG00000082623"	"pseudogene"	528	58.52
"ENSMUSG00000082628"	"pseudogene"	359	44.85
"ENSMUSG00000082629"	"pseudogene"	2403	57.84
"ENSMUSG00000052642"	"protein_coding"	549	50.82
"ENSMUSG00000084758"	"lincRNA"	666	44.29
"ENSMUSG00000084756"	"lincRNA"	3716	43.97
"ENSMUSG00000084757"	"lincRNA"	525	51.59
"ENSMUSG00000084754"	"lincRNA"	2684	45.75
"ENSMUSG00000084755"	"pseudogene"	262	49.24
"ENSMUSG00000084752"	"snRNA"	151	34.44
"ENSMUSG00000084753"	"snRNA"	104	34.62
"ENSMUSG00000084750"	"misc_RNA"	318	47.17
"ENSMUSG00000084751"	"miRNA"	81	61.73
"ENSMUSG00000064517"	"snRNA"	107	41.12
"ENSMUSG00000064514"	"snoRNA"	71	38.03
"ENSMUSG00000064515"	"rRNA"	119	52.94
"ENSMUSG00000064512"	"snRNA"	125	51.20
"ENSMUSG00000064513"	"snoRNA"	133	49.62
"ENSMUSG00000064510"	"snRNA"	107	40.19
"ENSMUSG00000064511"	"snoRNA"	108	40.74
"ENSMUSG00000064519"	"rRNA"	113	47.79
"ENSMUSG00000050860"	"protein_coding"	1031	63.45
"ENSMUSG00000050865"	"protein_coding"	948	50.32
"ENSMUSG00000050866"	"protein_coding"	3305	44.39
"ENSMUSG00000020780"	"protein_coding"	1884	54.27
"ENSMUSG00000038891"	"protein_coding"	875	46.06
"ENSMUSG00000016637"	"protein_coding"	1012	55.24
"ENSMUSG00000053519"	"protein_coding"	2496	49.01
"ENSMUSG00000053510"	"protein_coding"	1699	44.06
"ENSMUSG00000063446"	"protein_coding"	2768	41.44
"ENSMUSG00000061046"	"protein_coding"	1137	58.24
"ENSMUSG00000055177"	"protein_coding"	583	50.67
"ENSMUSG00000031583"	"protein_coding"	6317	42.15
"ENSMUSG00000061048"	"protein_coding"	3973	53.18
"ENSMUSG00000055917"	"protein_coding"	1998	42.85
"ENSMUSG00000055912"	"protein_coding"	1512	56.51
"ENSMUSG00000062588"	"protein_coding"	1468	42.92
"ENSMUSG00000062585"	"protein_coding"	3811	51.65
"ENSMUSG00000062582"	"retrotransposed"	348	43.97
"ENSMUSG00000062580"	"protein_coding"	657	50.58
"ENSMUSG00000048731"	"protein_coding"	1732	57.63
"ENSMUSG00000091509"	"processed_transcript"	954	33.78
"ENSMUSG00000036622"	"protein_coding"	2294	61.67
"ENSMUSG00000036620"	"protein_coding"	1156	60.67
"ENSMUSG00000002578"	"protein_coding"	1882	56.33
"ENSMUSG00000091504"	"protein_coding"	2562	39.93
"ENSMUSG00000091507"	"pseudogene"	348	45.69
"ENSMUSG00000023286"	"protein_coding"	1280	52.65
"ENSMUSG00000018858"	"protein_coding"	952	54.48
"ENSMUSG00000087266"	"antisense"	942	48.20
"ENSMUSG00000038576"	"protein_coding"	1874	58.34
"ENSMUSG00000038570"	"protein_coding"	1417	44.03
"ENSMUSG00000038572"	"protein_coding"	1637	56.02
"ENSMUSG00000087264"	"antisense"	647	51.86
"ENSMUSG00000038578"	"protein_coding"	1905	48.19
"ENSMUSG00000000409"	"protein_coding"	1142	55.22
"ENSMUSG00000019189"	"protein_coding"	1698	52.05
"ENSMUSG00000019188"	"protein_coding"	2111	55.70
"ENSMUSG00000014164"	"protein_coding"	2649	56.00
"ENSMUSG00000033379"	"protein_coding"	718	56.19
"ENSMUSG00000038624"	"protein_coding"	1289	45.18
"ENSMUSG00000066809"	"retrotransposed"	78	51.28
"ENSMUSG00000066807"	"pseudogene"	690	49.42
"ENSMUSG00000066804"	"protein_coding"	996	39.46
"ENSMUSG00000076523"	"IG_V_gene"	347	46.97
"ENSMUSG00000066803"	"protein_coding"	957	40.86
"ENSMUSG00000076526"	"IG_V_gene"	344	47.09
"ENSMUSG00000028111"	"protein_coding"	1482	48.85
"ENSMUSG00000030706"	"protein_coding"	1087	51.41
"ENSMUSG00000019471"	"protein_coding"	2456	53.75
"ENSMUSG00000030704"	"protein_coding"	2377	41.36
"ENSMUSG00000030703"	"protein_coding"	1066	52.16
"ENSMUSG00000092251"	"protein_coding"	583	51.97
"ENSMUSG00000030708"	"protein_coding"	1098	51.61
"ENSMUSG00000063354"	"protein_coding"	2224	57.24
"ENSMUSG00000039628"	"protein_coding"	1219	63.00
"ENSMUSG00000039629"	"protein_coding"	4171	47.12
"ENSMUSG00000063350"	"protein_coding"	933	44.27
"ENSMUSG00000039623"	"protein_coding"	3817	58.27
"ENSMUSG00000039620"	"protein_coding"	2023	49.94
"ENSMUSG00000039621"	"protein_coding"	2492	56.42
"ENSMUSG00000063358"	"protein_coding"	1595	44.54
"ENSMUSG00000048138"	"protein_coding"	2347	54.37
"ENSMUSG00000019478"	"protein_coding"	1249	53.52
"ENSMUSG00000035969"	"protein_coding"	1803	59.56
"ENSMUSG00000037280"	"protein_coding"	3446	55.25
"ENSMUSG00000037286"	"protein_coding"	2219	42.76
"ENSMUSG00000037287"	"protein_coding"	2780	50.02
"ENSMUSG00000092360"	"protein_coding"	756	56.22
"ENSMUSG00000092361"	"pseudogene"	421	51.54
"ENSMUSG00000092362"	"pseudogene"	344	56.98
"ENSMUSG00000092363"	"pseudogene"	106	51.89
"ENSMUSG00000092364"	"processed_transcript"	470	50.64
"ENSMUSG00000092365"	"antisense"	980	50.31
"ENSMUSG00000092366"	"pseudogene"	277	57.76
"ENSMUSG00000019726"	"protein_coding"	11806	45.90
"ENSMUSG00000092368"	"antisense"	1111	49.86
"ENSMUSG00000092369"	"antisense"	770	57.40
"ENSMUSG00000021248"	"protein_coding"	3526	45.41
"ENSMUSG00000021241"	"protein_coding"	868	48.62
"ENSMUSG00000021240"	"protein_coding"	2527	53.94
"ENSMUSG00000021243"	"protein_coding"	699	45.32
"ENSMUSG00000021242"	"protein_coding"	3261	51.30
"ENSMUSG00000021245"	"protein_coding"	5419	44.03
"ENSMUSG00000021244"	"protein_coding"	3405	45.68
"ENSMUSG00000048686"	"protein_coding"	683	46.71
"ENSMUSG00000090298"	"protein_coding"	882	35.37
"ENSMUSG00000035769"	"protein_coding"	3860	52.82
"ENSMUSG00000095908"	"retrotransposed"	1236	53.07
"ENSMUSG00000090292"	"pseudogene"	535	45.98
"ENSMUSG00000090293"	"lincRNA"	2229	50.87
"ENSMUSG00000090290"	"protein_coding"	5060	54.29
"ENSMUSG00000090291"	"protein_coding"	2077	61.96
"ENSMUSG00000029076"	"protein_coding"	1762	52.15
"ENSMUSG00000029074"	"protein_coding"	1411	54.59
"ENSMUSG00000029075"	"protein_coding"	859	53.49
"ENSMUSG00000082524"	"pseudogene"	178	53.51
"ENSMUSG00000028116"	"protein_coding"	1278	45.84
"ENSMUSG00000082529"	"pseudogene"	507	47.53
"ENSMUSG00000063971"	"protein_coding"	903	57.25
"ENSMUSG00000063972"	"protein_coding"	2293	49.60
"ENSMUSG00000063975"	"protein_coding"	2126	40.88
"ENSMUSG00000048776"	"protein_coding"	1603	51.84
"ENSMUSG00000022579"	"protein_coding"	796	55.65
"ENSMUSG00000022577"	"protein_coding"	1489	60.31
"ENSMUSG00000022574"	"protein_coding"	1890	59.52
"ENSMUSG00000022575"	"protein_coding"	1776	54.62
"ENSMUSG00000022570"	"protein_coding"	1311	55.00
"ENSMUSG00000022571"	"protein_coding"	1353	56.98
"ENSMUSG00000093011"	"miRNA"	80	47.50
"ENSMUSG00000093010"	"miRNA"	124	56.45
"ENSMUSG00000093013"	"miRNA"	70	61.43
"ENSMUSG00000093012"	"misc_RNA"	293	44.71
"ENSMUSG00000093015"	"miRNA"	101	49.50
"ENSMUSG00000093014"	"miRNA"	64	42.19
"ENSMUSG00000093017"	"miRNA"	85	52.94
"ENSMUSG00000093016"	"misc_RNA"	284	47.54
"ENSMUSG00000093019"	"miRNA"	69	47.83
"ENSMUSG00000093018"	"miRNA"	270	42.22
"ENSMUSG00000017922"	"protein_coding"	751	38.63
"ENSMUSG00000012520"	"protein_coding"	2096	52.92
"ENSMUSG00000069053"	"protein_coding"	3981	48.93
"ENSMUSG00000062006"	"protein_coding"	573	52.07
"ENSMUSG00000062007"	"protein_coding"	1231	55.38
"ENSMUSG00000060923"	"protein_coding"	863	42.41
"ENSMUSG00000035626"	"protein_coding"	1010	46.04
"ENSMUSG00000035623"	"protein_coding"	4643	43.59
"ENSMUSG00000035620"	"protein_coding"	2988	46.77
"ENSMUSG00000035621"	"protein_coding"	1502	63.38
"ENSMUSG00000042167"	"protein_coding"	1873	43.73
"ENSMUSG00000042165"	"protein_coding"	1064	56.58
"ENSMUSG00000020592"	"protein_coding"	1460	58.55
"ENSMUSG00000020593"	"protein_coding"	5603	50.07
"ENSMUSG00000020590"	"protein_coding"	4942	39.83
"ENSMUSG00000035629"	"protein_coding"	2910	53.98
"ENSMUSG00000070140"	"miRNA"	73	58.90
"ENSMUSG00000020621"	"protein_coding"	1472	49.59
"ENSMUSG00000020622"	"protein_coding"	1564	49.51
"ENSMUSG00000020623"	"protein_coding"	1604	47.86
"ENSMUSG00000028039"	"protein_coding"	1408	58.56
"ENSMUSG00000020627"	"protein_coding"	7041	53.06
"ENSMUSG00000028035"	"protein_coding"	1707	44.27
"ENSMUSG00000028034"	"protein_coding"	5508	39.72
"ENSMUSG00000028037"	"protein_coding"	1965	43.57
"ENSMUSG00000028036"	"protein_coding"	2007	45.63
"ENSMUSG00000028031"	"protein_coding"	3694	45.78
"ENSMUSG00000028030"	"protein_coding"	3311	46.52
"ENSMUSG00000028033"	"protein_coding"	3366	49.75
"ENSMUSG00000028032"	"protein_coding"	2599	51.71
"ENSMUSG00000048455"	"protein_coding"	820	51.71
"ENSMUSG00000013698"	"protein_coding"	1506	52.50
"ENSMUSG00000071890"	"protein_coding"	2956	41.64
"ENSMUSG00000071893"	"protein_coding"	1634	38.95
"ENSMUSG00000080330"	"miRNA"	120	49.17
"ENSMUSG00000087086"	"antisense"	596	47.78
"ENSMUSG00000087085"	"lincRNA"	376	43.88
"ENSMUSG00000087084"	"lincRNA"	1720	53.31
"ENSMUSG00000087083"	"lincRNA"	1256	49.92
"ENSMUSG00000087082"	"antisense"	1430	43.50
"ENSMUSG00000087080"	"antisense"	517	54.35
"ENSMUSG00000087089"	"lincRNA"	342	50.58
"ENSMUSG00000087088"	"lincRNA"	1865	47.61
"ENSMUSG00000018449"	"protein_coding"	585	51.20
"ENSMUSG00000018442"	"protein_coding"	1740	46.26
"ENSMUSG00000018446"	"protein_coding"	1292	49.56
"ENSMUSG00000052364"	"protein_coding"	2582	57.59
"ENSMUSG00000032396"	"protein_coding"	2137	54.13
"ENSMUSG00000032394"	"protein_coding"	3166	60.58
"ENSMUSG00000032393"	"protein_coding"	3952	45.47
"ENSMUSG00000032392"	"protein_coding"	2483	52.44
"ENSMUSG00000052363"	"protein_coding"	977	53.51
"ENSMUSG00000052368"	"protein_coding"	1097	44.94
"ENSMUSG00000052369"	"protein_coding"	1635	53.94
"ENSMUSG00000032399"	"protein_coding"	1422	49.65
"ENSMUSG00000032398"	"protein_coding"	757	46.10
"ENSMUSG00000037913"	"protein_coding"	864	42.94
"ENSMUSG00000037910"	"protein_coding"	592	48.65
"ENSMUSG00000037916"	"protein_coding"	906	56.26
"ENSMUSG00000068099"	"protein_coding"	1539	55.32
"ENSMUSG00000048910"	"protein_coding"	2264	53.76
